FID,doe_school_code,deewr_id,school_name,level_of_schooling,school_speciality_type,year_ranges,preschool_indicator,school_gender,teaching_staff,non_teaching_staff,total_enrolments,phone,school_email,fax,lga,electorate,federal_electorate,address,suburb,postcode,latitude,longitude,the_geom
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6654,1185,8559,Belmore North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,22,8,347,9750 0652,belmorenth-p.School@det.nsw.edu.au,9758 1109,Canterbury (C),Canterbury,Watson,Burwood Rd,Belmore ,2192,-33.9099,151.0849,POINT (-33.90988540649414 151.0848846435547)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6653,1186,8560,Belmore South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,4,238,9759 4388,belmoresth-p.School@det.nsw.edu.au,9740 4323,Canterbury (C),Canterbury,Watson,Nelson Ave & Canterbury Rd,Belmore ,2192,-33.9257,151.092,POINT (-33.92573547363281 151.09197998046875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6652,1189,10185,Bemboka Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,3,54,6493 0229,bemboka-p.School@det.nsw.edu.au,6493 0452,Bega Valley (A),Bega,Eden-Monaro,Kameruka St,Bemboka ,2550,-36.6313,149.5711,POINT (-36.631309509277344 149.57107543945312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6651,1191,9380,Bendemeer Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,17,6769 6532,bendemeer-p.School@det.nsw.edu.au,6769 6400,Tamworth Regional (A),Tamworth,New England,Charles St,Bendemeer ,2355,-30.887,151.151,POINT (-30.88698387145996 151.15098571777344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6650,1196,9414,Ben Lomond Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,8,6733 2001,benlomond-p.School@det.nsw.edu.au,6733 2104,Guyra (A),Northern Tablelands,New England,Inn Rd,Ben Lomond ,2365,-30.017,151.6613,POINT (-30.01702308654785 151.66128540039062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-664f,1198,9374,Ben Venue Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,29,4,607,6772 4263,benvenue-p.School@det.nsw.edu.au,6771 2037,Armidale Dumaresq (A),Northern Tablelands,New England,Erskine St,Armidale ,2350,-30.5029,151.6746,POINT (-30.502883911132812 151.67462158203125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-664e,1199,5498,Berala Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,54,10,823,9649 7146,berala-p.School@det.nsw.edu.au,9749 2298,Auburn (C),Auburn,Blaxland,Harrow Rd,Berala,2141,-33.8697,151.0282,POINT (-33.869712829589844 151.0282440185547)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-664d,1201,9183,Beresfield Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,9,297,4966 1146,beresfield-p.school@det.nsw.edu.au,4966 2492,Newcastle (C),Wallsend,Paterson,181-183 Anderson Dr (Cnr Lawson Ave),Beresfield,2322,-32.804,151.6549,POINT (-32.80396270751953 151.6548614501953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-664c,1202,9969,Berkeley Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,6,323,4271 1171,berkeley-p.School@det.nsw.edu.au,4271 4304,Wollongong (C),Wollongong,Whitlam,George St,Berkeley ,2506,-34.4802,150.8565,POINT (-34.4802131652832 150.8564910888672)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-664b,1203,8706,Berkeley Vale Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,40,3,801,4388 1796,berkeleyva-p.School@det.nsw.edu.au,4389 1178,Wyong (A),The Entrance,Dobell,Pindarri Ave,Berkeley Vale ,2259,-33.3505,151.4359,POINT (-33.35051345825195 151.43588256835938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-664a,1204,10178,Bermagui Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,8,3,164,6493 4271,bermagui-p.School@det.nsw.edu.au,6493 4425,Bega Valley (A),Bega,Eden-Monaro,George St,Bermagui ,2546,-36.4208,150.0636,POINT (-36.4207763671875 150.06362915039062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6649,1205,7676,Berowra Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,4,399,9456 1319,berowra-p.school@det.nsw.edu.au,9456 3375,Hornsby (A),Hornsby,Berowra,Hillcrest Rd,Berowra ,2081,-33.6185,151.149,POINT (-33.61852264404297 151.1490020751953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6648,1206,10424,Berridale Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,61,6456 3228,berridale-p.School@det.nsw.edu.au,6456 3429,Snowy River (A),Monaro,Eden-Monaro,Oliver St,Berridale ,2628,-36.3714,148.8272,POINT (-36.37144470214844 148.82720947265625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6647,1207,10636,Berrigan Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,4,87,03 5885 2209,berrigan-p.School@det.nsw.edu.au,03 5885 2661,Berrigan (A),Murray,Farrer,25-29 Momalong St,Berrigan ,2712,-35.6597,145.8157,POINT (-35.65966796875 145.81565856933594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6646,1209,10244,Berrima Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,3,136,4877 1262,berrima-p.School@det.nsw.edu.au,4877 1041,Wingecarribee (A),Goulburn,Whitlam,Oxley St,Berrima ,2577,-34.4859,150.3408,POINT (-34.48588180541992 150.3407745361328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6645,1211,10052,Berry Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,4,321,4464 1158,berry-p.School@det.nsw.edu.au,4464 1664,Shoalhaven (C),Kiama,Gilmore,Victoria St,Berry ,2535,-34.7783,150.6897,POINT (-34.778316497802734 150.68971252441406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6644,1215,8601,Beverly Hills Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,4,508,9580 5074,beverlyhi-p.School@det.nsw.edu.au,9580 7052,Hurstville (C),Kogarah,Barton,Stoney Creek & King Georges Rds,Beverly Hills ,2209,-33.9534,151.0852,POINT (-33.95344924926758 151.085205078125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6643,1217,9778,Bexhill Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,3,103,6628 4223,bexhill-p.School@det.nsw.edu.au,6628 4248,Lismore (C),Lismore,Page,12 Withers St,Bexhill,2480,-28.766,153.3458,POINT (-28.76602554321289 153.34584045410156)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6642,1223,10416,Bigga Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,1,5,4835 2236,bigga-p.School@det.nsw.edu.au,4835 2246,Upper Lachlan Shire (A),Goulburn,Hume,Blackman St,Bigga ,2583,-34.0847,149.1446,POINT (-34.08470153808594 149.1446075439453)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6641,1224,9923,Bilambil Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,5,298,07 5590 7210,bilambil-p.School@det.nsw.edu.au,07 5590 7075,Tweed (A),Tweed,Richmond,Bilambil Rd,Bilambil ,2486,-28.2237,153.4684,POINT (-28.22374153137207 153.4684295654297)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6640,1227,14695,Ocean Shores Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,10,348,6680 2766,oceanshore-p.School@det.nsw.edu.au,6680 2764,Byron (A),Ballina,Richmond,166 Shara Boulevarde,Ocean Shores,2483,-28.4912,153.5403,POINT (-28.49120330810547 153.54034423828125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-663f,1228,10761,Bilpin Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,3,67,4567 1154,bilpin-p.School@det.nsw.edu.au,4567 1388,Hawkesbury (C),Hawkesbury,Macquarie,Bells Line of Road,Bilpin ,2758,-33.4973,150.5168,POINT (-33.49732971191406 150.5167694091797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-663e,1230,10282,Binalong Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,23,6227 4381,binalong-p.School@det.nsw.edu.au,6227 4380,Yass Valley (A),Goulburn,Eden-Monaro,Dickinson Street,Binalong,2584,-34.6701,148.6257,POINT (-34.670108795166016 148.62571716308594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-663d,1231,10417,Binda Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,3,11,4835 6052,binda-p.School@det.nsw.edu.au,4835 6092,Upper Lachlan Shire (A),Goulburn,Hume,Queen St,Binda ,2583,-34.3315,149.3681,POINT (-34.33146286010742 149.3681182861328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-663c,1234,9506,Bingara Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,13,7,197.9,6724 1606,bingara-c.School@det.nsw.edu.au,6724 1927,Gwydir (A),Northern Tablelands,New England,Finch St,Bingara ,2404,-29.8667,150.5672,POINT (-29.8667049407959 150.56724548339844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-663b,1237,16165,Binnaway Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,8,4,85.6,6844 1606,binnaway-c.School@det.nsw.edu.au,6844 1601,Warrumbungle Shire (A),Barwon,Parkes,David St,Binnaway,2395,-31.5528,149.375,POINT (-31.552793502807617 149.3749542236328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-663a,1238,10523,Binya Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,3,13,6968 3221,binya-p.School@det.nsw.edu.au,6968 3206,Narrandera (A),Cootamundra,Farrer,16 Stephensons Rd,Binya,2665,-34.2287,146.353,POINT (-34.22867965698242 146.35302734375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6639,1240,5798,Birchgrove Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,18,6,364,9810 2469,birchgrove-p.School@det.nsw.edu.au,9555 8653,Leichhardt (A),Balmain,Grayndler,Birchgrove Rd,Balmain ,2041,-33.853,151.177,POINT (-33.85300827026367 151.1770477294922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6638,1246,10873,Blackheath Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,3,344,4787 8253,blackheath-p.School@det.nsw.edu.au,4787 8320,Blue Mountains (C),Blue Mountains,Macquarie,Leichhardt St,Blackheath ,2785,-33.6393,150.2858,POINT (-33.6392822265625 150.28582763671875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6637,1247,9186,Black Hill Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,93,4930 3137,blackhill-p.school@det.nsw.edu.au,4930 3105,Cessnock (C),Cessnock,Paterson,408 Black Hill Rd,Black Hill ,2322,-32.8385,151.6171,POINT (-32.838523864746094 151.61712646484375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6636,1249,9415,Black Mountain Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,30,6775 0192,blackmtn-p.School@det.nsw.edu.au,6775 0228,Guyra (A),Northern Tablelands,New England,815 Black Mountain Rd,Black Mountain ,2365,-30.3085,151.6577,POINT (-30.308488845825195 151.65768432617188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6635,1252,9362,Blackville Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,7,6747 4024,blackville-p.School@det.nsw.edu.au,6747 4100,Liverpool Plains (A),Upper Hunter,New England,O'Neile St,Blackville ,2343,-31.6404,150.2375,POINT (-31.640439987182617 150.23748779296875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6634,1254,9780,Blakebrook Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,3,95,6629 3263,blakebrook-p.School@det.nsw.edu.au,6629 3181,Lismore (C),Lismore,Page,Rosehill Rd,Blakebrook ,2480,-28.7634,153.23,POINT (-28.763425827026367 153.22999572753906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6633,1255,16167,Blakehurst Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,5,299,9546 1555,blakehurst-p.School@det.nsw.edu.au,9547 1796,Kogarah (C),Kogarah,Cook,Dewrang St,Blakehurst ,2221,-33.983,151.1158,POINT (-33.98297882080078 151.11578369140625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6632,1256,9340,Blandford Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,43,6546 6117,blandford-p.School@det.nsw.edu.au,6546 6023,Upper Hunter Shire (A),Upper Hunter,New England,New England Hwy,Blandford ,2338,-31.7786,150.8927,POINT (-31.77858543395996 150.89273071289062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6631,1257,7791,Blaxcell Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,41,5,812,9632 8162,blaxcellst-p.School@det.nsw.edu.au,9892 2713,Parramatta (C),Auburn,Blaxland,Blaxcell St,Granville,2142,-33.8581,151.0061,POINT (-33.85806655883789 151.00611877441406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6630,1258,5309,Blaxland Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,8,3,159,4739 2817,blaxland-p.School@det.nsw.edu.au,4739 8630,Blue Mountains (C),Blue Mountains,Macquarie,Baden Place,Blaxland,2774,-33.7371,150.6035,POINT (-33.73710250854492 150.60348510742188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-662f,1260,10999,Blayney Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,3,272,6368 2154,blayney-p.School@det.nsw.edu.au,6368 3019,Blayney (A),Bathurst,Calare,Lindsay St,Blayney ,2799,-33.529,149.2516,POINT (-33.528987884521484 149.2515869140625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-662e,1261,10637,Blighty Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,32,03 5882 6238,blighty-p.School@det.nsw.edu.au,03 5882 6248,Conargo (A),Murray,Farrer,Blighty School Rd,Blighty ,2713,-35.5801,145.3493,POINT (-35.58009338378906 145.34927368164062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-662d,1266,9654,Boambee Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,7,390,6653 1107,boambee-p.School@det.nsw.edu.au,6658 2543,Coffs Harbour (C),Coffs Harbour,Cowper,30 Lindsays Rd,Boambee,2450,-30.3341,153.077,POINT (-30.334054946899414 153.07701110839844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-662c,1269,9539,Bobin Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,12,6550 5147,bobin-p.School@det.nsw.edu.au,6550 5049,Greater Taree (C),Myall Lakes,Lyne,Bulga Rd,Bobin ,2429,-31.7127,152.2839,POINT (-31.712682723999023 152.28387451171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-662b,1271,9128,Bobs Farm Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,0,26,4982 1179,bobsfarm-p.school@det.nsw.edu.au,4982 1982,Port Stephens (A),Port Stephens,Paterson,764 Marsh Rd,Bobs Farm,2316,-32.7668,152.0109,POINT (-32.76679611206055 152.0109405517578)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-662a,1272,10175,Bodalla Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,2,89,4473 5257,bodalla-p.School@det.nsw.edu.au,4473 5254,Eurobodalla (A),Bega,Eden-Monaro,Potato Point Rd,Bodalla ,2545,-36.0994,150.0539,POINT (-36.09938049316406 150.0538787841797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6629,1274,11105,Bogan Gate Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,12,6864 1124,bogangate-p.School@det.nsw.edu.au,6864 1046,Parkes (A),Orange,Riverina,5 Bogan Street,Bogan Gate,2876,-33.105,147.7979,POINT (-33.1049690246582 147.7978515625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6628,1275,14959,Boggabilla Central School,Central/Community School,Comprehensive,Kinder to Year 12,Y,Coed,14,11,81,07 4676 2104,boggabilla-c.School@det.nsw.edu.au,07 4676 2442,Moree Plains (A),Northern Tablelands,Parkes,South St,Boggabilla ,2409,-28.6166,150.3616,POINT (-28.616586685180664 150.36158752441406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6627,1276,9487,Boggabri Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,119,6743 4526,boggabri-p.School@det.nsw.edu.au,6743 4276,Narrabri (A),Barwon,Parkes,Merton St,Boggabri ,2382,-30.7057,150.0431,POINT (-30.7056827545166 150.04306030273438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6626,1286,9156,Bolwarra Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,6,470,4930 1296,bolwarra-p.school@det.nsw.edu.au,4930 0032,Maitland (C),Maitland,Lyne,Bolwarra Rd,Bolwarra ,2320,-32.707,151.573,POINT (-32.706993103027344 151.57301330566406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6625,1287,10168,Bomaderry Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,20,12,292,4421 6577,bomaderry-p.School@det.nsw.edu.au,4423 1847,Shoalhaven (C),Kiama,Gilmore,Cambewarra Rd,Bomaderry ,2541,-34.8474,150.6083,POINT (-34.84737777709961 150.6082763671875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6624,1288,10436,Bombala Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,3,125,6458 3423,bombala-p.School@det.nsw.edu.au,6458 3376,Bombala (A),Monaro,Eden-Monaro,8 Bright St,Bombala,2632,-36.919,149.2338,POINT (-36.91898727416992 149.23379516601562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6623,1290,6443,Bonalbo Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,16,8,128.2,6665 1205,bonalbo-c.School@det.nsw.edu.au,6665 1251,Kyogle (A),Lismore,Page,Yabbra St,Bonalbo,2469,-28.7355,152.624,POINT (-28.735471725463867 152.62396240234375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6622,1292,4421,Bondi Beach Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,4,543,9130 2116,bondibeach-p.School@det.nsw.edu.au,9130 3932,Waverley (A),Vaucluse,Wentworth,Campbell Pde,Bondi Beach ,2026,-33.8883,151.2768,POINT (-33.888301849365234 151.27682495117188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6621,1293,10666,Bongongo Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,0,4,15,6946 6214,bongongo-p.School@det.nsw.edu.au,6946 6207,Gundagai (A),Cootamundra,Riverina,Adjungbilly Rd,Adjungbilly,2727,-35.0846,148.3995,POINT (-35.08462905883789 148.39952087402344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6620,1296,16154,Bonshaw Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,1,14,07 4653 5147,bonshaw-p.School@det.nsw.edu.au,07 4653 5232,Inverell (A),Northern Tablelands,New England,Texas St,Bonshaw ,2361,-29.0464,151.2781,POINT (-29.04636573791504 151.27809143066406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-661f,1297,9630,Bonville Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,6,4,120,6653 4250,bonville-p.School@det.nsw.edu.au,6653 4092,Coffs Harbour (C),Coffs Harbour,Cowper,11 Gleniffer Rd,Bonville ,2441,-30.3798,153.0323,POINT (-30.37978172302246 153.03231811523438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-661e,1302,8988,Boolaroo Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,1,43,4958 1479,boolaroo-p.school@det.nsw.edu.au,4958 2208,Lake Macquarie (C),Lake Macquarie,Shortland,Main Rd & Second St,Boolaroo ,2284,-32.9512,151.6228,POINT (-32.951194763183594 151.62277221679688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-661d,1303,10631,Booligal Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,9,6993 8107,booligal-p.School@det.nsw.edu.au,6993 8167,Hay (A),Murray,Farrer,Harvey St,Booligal ,2711,-33.867,144.8864,POINT (-33.86703872680664 144.8863983154297)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-661c,1307,9508,Boomi Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,38,6753 5221,boomi-p.School@det.nsw.edu.au,6753 5332,Moree Plains (A),Northern Tablelands,Parkes,Werrina Street,Boomi ,2405,-28.7241,149.5773,POINT (-28.72412872314453 149.5772705078125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-661b,1311,9532,Booral Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,3,68,4994 9266,booral-p.School@det.nsw.edu.au,4994 9102,Great Lakes (A),Upper Hunter,Lyne,2800 Bucketts Way,Booral ,2425,-32.4714,151.9607,POINT (-32.47142791748047 151.9607391357422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-661a,1313,10284,Boorowa Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,21,9,238.6,6385 3009,boorowa-c.School@det.nsw.edu.au,6385 3409,Boorowa (A),Goulburn,Hume,Pudman St,Boorowa ,2586,-34.4367,148.7261,POINT (-34.436710357666016 148.72610473632812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6619,1318,10494,Boree Creek Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,14,6927 1478,boreecreek-p.School@det.nsw.edu.au,6927 1476,Urana (A),Albury,Farrer,Lockhart-Morundah Rd,Boree Creek ,2652,-35.1059,146.6063,POINT (-35.10593795776367 146.60633850097656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6618,1320,7730,Boronia Park Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,4,453,9817 2778,boroniapk-p.School@det.nsw.edu.au,9816 3263,Hunters Hill (A),Lane Cove,North Sydney,113 Pittwater Rd,Hunters Hill,2110,-33.8214,151.1356,POINT (-33.821414947509766 151.13555908203125)
